Variete,Temp_Air_Moy,Temp_Sol,Humidite_Sol,N,P,K,Prevision_Gelee,Indice_Succes
Cerise,20.4,27.4,40,122,77,130,1,65
Cerise,20.1,25.4,48,105,88,157,1,84
Marmande,20.5,27.4,60,112,95,133,0,83
Cerise,26.1,26.2,46,93,62,150,1,89
Cœur de Bœuf,20.8,24.5,82,130,68,135,1,76
Noire de Crimée,19.9,20.0,54,129,69,150,1,85
Cœur de Bœuf,23.0,21.6,63,122,99,166,0,61
Noire de Crimée,26.7,27.7,44,97,79,159,1,50
Cerise,20.4,21.9,77,94,61,149,0,78
Cœur de Bœuf,18.8,19.8,68,122,60,161,0,66
Cerise,21.6,25.4,85,114,86,160,0,67
Noire de Crimée,25.5,25.6,85,96,63,165,1,98
Marmande,23.5,21.6,50,136,96,154,0,65
Marmande,26.2,21.7,43,96,91,134,0,84
Cœur de Bœuf,27.6,23.2,49,122,77,137,0,58
Cerise,25.9,19.2,73,130,73,146,0,93
Cerise,24.0,26.1,43,122,74,144,0,88
Cœur de Bœuf,22.9,21.9,49,118,63,149,0,87
Marmande,18.4,26.7,72,133,78,158,1,92
Noire de Crimée,27.8,26.2,85,128,83,165,0,55
Cœur de Bœuf,21.8,25.0,57,130,89,157,1,75
Noire de Crimée,19.5,21.9,51,121,72,137,0,66
Marmande,24.7,23.6,62,126,70,143,1,73
Cerise,20.8,23.0,83,133,87,162,1,59
Marmande,23.9,22.0,64,118,70,163,1,81
Cœur de Bœuf,23.9,26.6,76,111,60,158,0,52
Cerise,22.5,23.4,43,91,63,151,1,68
Cœur de Bœuf,26.4,26.5,52,139,97,132,0,84
Cœur de Bœuf,20.6,19.9,57,98,93,152,0,76
Marmande,22.5,20.3,68,118,71,132,0,74
Cœur de Bœuf,23.4,27.8,83,122,83,135,0,70
Marmande,24.6,24.3,69,99,96,169,0,51
Cerise,25.8,23.6,87,117,91,152,1,69
Marmande,21.9,23.7,77,135,78,141,1,72
Cerise,24.5,20.9,67,135,88,134,0,82
Marmande,19.5,25.5,46,128,97,134,0,99
Noire de Crimée,27.3,19.8,63,101,88,132,0,57
Noire de Crimée,21.8,24.2,80,111,78,133,1,86
Cœur de Bœuf,25.3,24.1,49,95,79,153,1,91
Marmande,18.2,27.2,76,134,62,134,0,79
Marmande,20.1,23.7,66,129,99,160,1,80
Cerise,22.9,20.2,60,112,64,164,0,90
Cœur de Bœuf,26.8,24.2,75,123,82,148,0,67
Marmande,23.3,19.8,82,131,64,137,0,80
Cœur de Bœuf,27.3,20.8,68,127,89,157,0,75
Noire de Crimée,22.8,19.3,46,105,91,167,0,73
Marmande,22.9,23.6,52,99,83,152,0,54
Marmande,19.2,19.8,84,136,94,136,0,60
Cœur de Bœuf,26.0,23.2,62,110,91,167,0,73
Marmande,20.5,27.4,89,99,81,142,0,50
Cœur de Bœuf,27.0,25.5,64,100,80,150,0,61
Marmande,27.1,19.7,80,110,87,166,1,87
Cerise,27.4,21.0,84,114,93,135,0,72
Cœur de Bœuf,23.2,25.1,52,123,75,139,0,93
Marmande,24.8,27.1,76,120,70,156,0,74
Noire de Crimée,25.8,19.3,69,116,92,155,0,61
Marmande,19.3,26.3,65,114,97,157,0,52
Noire de Crimée,24.0,24.1,51,131,78,145,0,73
Noire de Crimée,18.3,23.9,40,121,87,157,0,75
Cerise,23.0,27.6,57,133,88,132,1,64
Cœur de Bœuf,19.5,25.7,60,100,96,130,1,80
Marmande,19.8,26.7,63,136,62,132,1,92
Cerise,21.7,22.2,56,115,77,159,1,91
Marmande,22.3,24.0,81,125,77,148,0,70
Noire de Crimée,24.2,24.5,48,126,71,162,1,70
Cœur de Bœuf,18.7,21.9,79,122,77,137,0,70
Marmande,23.0,24.1,67,122,91,148,1,97
Marmande,19.8,21.1,54,131,95,165,1,74
Noire de Crimée,23.7,20.3,52,125,78,166,1,61
Marmande,24.4,22.4,67,102,63,134,1,97
Marmande,23.6,25.7,56,103,70,163,0,86
Noire de Crimée,25.4,27.2,48,126,62,167,0,67
Cerise,21.4,23.1,60,132,86,156,0,59
Noire de Crimée,25.7,24.8,69,129,75,168,0,55
Cerise,22.3,19.9,50,90,77,153,1,78
Cœur de Bœuf,22.8,27.1,69,94,89,160,1,78
Cerise,24.5,24.1,75,119,83,151,0,78
Cerise,18.2,26.0,64,107,65,152,0,95
Cœur de Bœuf,24.5,26.1,46,134,93,153,0,95
Cerise,24.2,21.3,59,126,71,169,0,58
Noire de Crimée,21.1,23.8,74,128,82,161,0,81
Cerise,18.9,27.6,49,101,95,162,0,97
Cœur de Bœuf,18.9,19.8,74,123,99,157,0,62
Noire de Crimée,27.2,25.1,40,134,74,146,1,95
Cœur de Bœuf,24.9,27.7,53,103,75,155,1,60
Cœur de Bœuf,19.3,21.7,84,127,73,147,0,83
Marmande,21.6,26.8,44,105,74,144,0,78
Marmande,23.9,27.4,79,131,71,167,1,61
Cœur de Bœuf,26.4,25.7,83,100,94,151,0,98
Cœur de Bœuf,18.4,21.1,77,122,84,147,1,80
Cœur de Bœuf,20.4,22.0,73,104,73,150,0,90
Marmande,26.9,19.3,63,137,61,148,1,71
Marmande,18.1,26.5,43,131,77,131,0,75
Cerise,20.0,26.6,66,99,94,159,0,92
Cerise,27.6,24.7,44,92,68,154,0,61
Cœur de Bœuf,24.1,22.2,82,100,70,155,1,84
Noire de Crimée,20.6,19.7,52,100,85,168,0,98
Noire de Crimée,18.7,25.8,79,105,62,146,0,87
Marmande,18.3,25.5,60,127,64,145,1,53
Marmande,20.4,27.2,76,119,91,156,0,94
Marmande,26.8,25.6,71,130,69,132,1,98
Cœur de Bœuf,22.2,26.5,77,90,97,167,1,59
Noire de Crimée,25.2,25.7,70,127,65,158,0,67
Cerise,27.2,24.7,71,139,70,131,0,95
Cœur de Bœuf,22.1,22.8,54,134,76,169,0,97
Cerise,19.9,27.1,87,123,61,143,1,68
Cerise,23.2,24.9,69,108,83,141,0,64
Cœur de Bœuf,27.1,22.6,82,123,64,153,0,72
Cerise,26.0,19.8,46,125,80,157,0,72
Noire de Crimée,18.7,21.6,77,93,65,168,1,70
Cerise,24.9,23.9,70,99,63,147,0,75
Noire de Crimée,23.7,21.5,83,106,68,154,0,94
Noire de Crimée,27.1,21.0,65,105,64,166,1,83
Noire de Crimée,19.2,23.7,75,110,63,135,1,90
Marmande,23.3,20.5,85,117,68,159,0,62
Cerise,26.8,26.2,82,97,77,160,0,74
Cœur de Bœuf,22.1,23.4,65,118,75,163,0,93
Cœur de Bœuf,22.8,24.2,83,95,61,148,1,82
Cerise,18.7,20.3,41,119,88,157,1,77
Marmande,20.8,21.9,82,91,95,137,0,62
Marmande,21.2,22.7,84,136,71,140,0,76
Noire de Crimée,27.5,26.3,82,120,96,145,0,57
Cerise,20.8,25.9,48,114,93,155,1,85
Cerise,22.6,21.0,87,112,94,130,1,92
Cœur de Bœuf,24.7,24.5,44,132,99,160,0,55
Cerise,19.6,21.2,66,110,65,156,0,62
Marmande,22.9,27.9,51,105,96,138,0,69
Cerise,25.4,27.6,74,93,95,155,0,54
Cœur de Bœuf,26.7,24.1,68,132,79,135,0,94
Noire de Crimée,24.3,25.3,55,135,75,136,1,76
Cœur de Bœuf,24.7,26.2,58,97,67,142,0,98
Cœur de Bœuf,19.3,25.5,88,95,81,139,0,68
Noire de Crimée,27.5,25.3,82,116,64,160,1,50
Cœur de Bœuf,19.3,27.6,66,125,64,166,0,53
Cœur de Bœuf,25.7,24.4,57,125,70,147,0,51
Cerise,20.6,24.7,80,113,78,140,1,93
Cerise,27.3,26.6,52,95,98,139,0,75
Noire de Crimée,25.2,25.0,69,132,76,157,1,82
Cerise,25.5,25.6,65,122,96,150,0,93
Cerise,20.2,21.1,45,91,97,154,0,94
Cœur de Bœuf,22.4,22.3,42,130,77,135,0,87
Marmande,24.2,20.3,62,105,68,140,0,56
Cerise,25.7,23.6,51,127,76,162,1,78
Marmande,19.0,23.1,80,98,92,134,0,54
Cerise,27.6,28.0,80,94,79,163,0,58
Cerise,26.9,24.5,54,99,77,161,0,62
Noire de Crimée,20.7,26.1,40,119,83,153,1,95
Noire de Crimée,26.2,22.0,89,96,72,142,1,89
Noire de Crimée,23.2,26.5,86,118,99,135,0,97
Marmande,22.6,24.5,47,91,87,163,0,95
Cœur de Bœuf,21.1,25.3,70,109,62,154,0,78
Cerise,23.8,21.6,50,93,95,152,0,67
Cerise,25.3,23.9,56,117,70,142,0,79
Cerise,22.1,24.7,66,97,98,157,1,59
Marmande,24.3,24.3,70,124,80,142,0,68
Noire de Crimée,25.0,27.2,66,91,96,136,0,97
Cœur de Bœuf,25.1,27.1,53,130,61,146,0,58
Marmande,18.5,27.7,62,117,65,138,0,70
Noire de Crimée,26.6,25.0,44,100,64,143,0,50
Marmande,22.6,27.7,69,125,91,159,0,90
Cœur de Bœuf,20.6,26.5,73,98,96,167,0,75
Noire de Crimée,20.4,21.4,86,127,99,159,0,63
Marmande,22.8,22.8,58,90,70,162,0,88
Cœur de Bœuf,26.9,21.1,70,116,76,154,1,78
Cerise,21.8,19.0,55,92,73,160,1,92
Cœur de Bœuf,25.5,20.7,84,128,61,152,0,56
Cerise,19.0,19.0,66,98,98,156,0,73
Marmande,22.8,25.5,65,129,77,162,0,76
Noire de Crimée,27.9,22.8,78,117,92,149,0,91
Noire de Crimée,25.7,21.8,68,110,89,157,1,51
Marmande,20.1,25.9,88,117,74,137,1,51
Noire de Crimée,23.0,26.5,78,134,88,151,0,65
Noire de Crimée,20.3,27.8,83,113,85,164,0,61
Cerise,22.1,24.8,84,107,60,160,0,89
Marmande,25.8,23.2,68,98,76,153,0,75
Cœur de Bœuf,25.7,21.7,84,115,98,144,0,59
Cerise,20.3,21.0,85,113,61,160,0,64
Marmande,27.2,20.9,86,95,74,134,1,97
Cerise,23.9,22.7,70,101,81,151,0,74
Cœur de Bœuf,21.8,27.9,41,125,79,146,0,53
Cœur de Bœuf,23.0,19.0,45,98,88,157,0,75
Marmande,24.1,20.8,48,99,84,132,0,72
Cœur de Bœuf,23.6,20.7,54,92,83,148,0,86
Cerise,22.9,25.5,59,138,93,167,1,98
Cœur de Bœuf,23.0,22.2,87,118,80,156,1,91
Cerise,19.8,23.1,41,96,61,146,1,53
Cerise,26.1,20.3,42,115,75,161,0,50
Cœur de Bœuf,23.4,22.6,69,97,99,166,0,50
Marmande,19.3,19.9,47,132,80,150,1,88
Noire de Crimée,25.7,23.8,79,102,96,166,1,52
Cœur de Bœuf,27.3,19.9,60,124,67,140,0,97
Cerise,27.5,26.1,78,108,73,130,0,97
Cerise,21.7,24.1,82,135,81,159,0,64
Cœur de Bœuf,19.4,25.5,52,111,77,155,1,92
Marmande,23.2,22.8,79,105,64,165,1,67
Marmande,19.1,22.4,80,104,89,155,0,70
Cerise,27.3,19.9,87,91,90,156,1,57
Cerise,19.8,23.7,76,127,68,155,1,74
Marmande,20.5,23.6,71,110,90,147,0,81
Noire de Crimée,22.1,23.2,53,119,90,162,0,55
Cœur de Bœuf,21.8,25.7,40,96,68,165,1,99
Cerise,25.9,26.5,66,120,96,166,0,89
Cerise,22.6,25.8,63,130,65,163,1,69
Marmande,19.7,20.3,88,130,85,155,0,98
Cœur de Bœuf,20.7,24.6,61,138,69,151,0,78
Marmande,23.1,19.7,53,124,65,153,0,54
Cœur de Bœuf,19.5,25.3,84,93,92,141,0,84
Cœur de Bœuf,24.1,22.4,47,123,89,140,1,68
Cœur de Bœuf,23.7,20.2,66,90,99,150,0,88
Cerise,25.1,26.8,42,99,83,145,0,61
Noire de Crimée,27.4,24.5,72,119,87,165,0,82
Marmande,27.1,22.2,86,121,97,136,0,84
Noire de Crimée,27.5,19.3,60,92,88,157,1,91
Marmande,20.4,23.8,71,99,74,153,1,87
Cœur de Bœuf,19.3,27.3,79,98,67,142,1,97
Cerise,21.0,24.4,80,106,82,143,0,95
Noire de Crimée,27.0,27.7,84,136,68,160,0,57
Cerise,27.7,20.2,83,92,70,137,1,87
Marmande,26.6,24.1,80,116,65,130,1,80
Cerise,19.1,26.2,71,124,71,169,0,60
Cerise,27.5,23.7,63,93,93,146,0,53
Noire de Crimée,22.2,19.8,50,93,80,142,0,89
Cœur de Bœuf,18.1,24.2,76,138,91,156,1,54
Cerise,22.4,24.5,60,121,95,142,0,91
Cœur de Bœuf,18.5,25.6,57,127,84,169,0,71
Marmande,23.4,25.9,50,100,94,156,0,93
Cerise,21.4,25.9,66,133,93,161,0,66
Noire de Crimée,22.7,25.0,82,128,78,141,0,69
Marmande,24.1,20.9,77,134,96,142,0,92
Marmande,26.7,22.6,40,95,76,145,0,61
Noire de Crimée,24.6,26.0,68,124,75,163,0,93
Cerise,22.3,27.6,60,135,75,135,0,66
Cerise,26.2,19.7,68,121,63,147,0,76
Marmande,27.1,23.8,48,135,89,146,0,72
Cerise,19.2,21.8,46,112,93,168,1,54
Cœur de Bœuf,23.3,21.0,77,131,64,143,1,98
Noire de Crimée,20.8,23.6,70,126,92,136,0,77
Cœur de Bœuf,18.5,24.5,66,115,68,135,0,86
Cerise,24.7,19.1,81,123,76,141,0,79
Marmande,26.6,26.0,71,127,71,163,1,94
Noire de Crimée,19.6,26.4,44,100,83,130,0,78
Cerise,26.1,27.7,72,139,71,158,0,63
Cerise,26.5,20.6,54,110,74,157,0,57
Marmande,27.1,24.4,44,132,75,134,0,95
Marmande,20.7,22.8,59,113,82,150,0,76
Cœur de Bœuf,27.0,22.0,77,104,77,168,0,55
Noire de Crimée,21.2,24.1,76,92,81,167,0,56
Noire de Crimée,23.5,26.0,56,91,90,163,1,75
Marmande,18.5,19.2,89,96,74,150,0,91
Cœur de Bœuf,18.4,27.7,43,94,80,153,0,79
Noire de Crimée,25.2,26.3,60,134,67,142,0,66
Marmande,22.4,25.8,73,129,99,152,0,55
Cerise,20.6,25.8,79,118,95,161,1,52
Noire de Crimée,19.9,22.5,44,130,97,137,0,68
Cœur de Bœuf,24.7,25.8,43,121,65,140,0,68
Cœur de Bœuf,18.0,22.5,61,119,76,142,0,73
Cœur de Bœuf,26.1,27.1,53,97,99,149,0,77
Cerise,18.8,20.6,43,121,95,130,0,84
Noire de Crimée,19.9,21.6,47,131,87,131,0,84
Noire de Crimée,21.9,24.0,42,91,82,140,0,54
Cerise,22.8,21.9,85,99,90,159,1,87
Noire de Crimée,21.5,22.8,68,132,70,134,1,55
Cerise,21.2,23.4,65,132,79,136,0,78
Cerise,27.6,26.7,89,126,91,153,1,72
Cerise,24.4,23.7,69,135,76,160,0,94
Cœur de Bœuf,18.2,22.3,51,92,97,159,0,86
Noire de Crimée,22.3,21.2,54,112,65,144,0,81
Cerise,26.8,22.7,80,123,60,165,1,50
Noire de Crimée,21.0,23.6,41,107,96,139,0,98
Cœur de Bœuf,18.9,25.7,40,122,63,130,0,83
Cerise,25.6,20.1,86,122,90,136,0,93
Marmande,24.1,21.0,86,106,70,155,0,77
Cœur de Bœuf,23.7,22.4,67,95,76,159,1,99
Marmande,18.5,22.2,79,102,66,130,0,56
Noire de Crimée,19.4,22.5,74,110,94,144,0,86
Noire de Crimée,24.2,26.1,73,120,61,149,1,78
Cœur de Bœuf,20.1,21.9,43,110,99,151,0,68
Noire de Crimée,23.0,23.5,57,122,96,154,0,97
Marmande,23.4,24.6,51,117,96,165,0,93
Cerise,20.8,21.1,89,95,69,166,0,68
Cerise,27.5,25.5,60,97,71,156,0,69
Cerise,26.4,23.9,49,102,76,148,0,64
Cœur de Bœuf,25.2,23.0,60,123,85,148,1,73
Noire de Crimée,18.8,26.3,79,129,64,145,1,90
Marmande,19.1,21.2,64,111,64,150,0,57
Noire de Crimée,22.9,26.9,89,90,97,162,1,56
Noire de Crimée,19.6,24.0,56,102,86,160,0,68
Noire de Crimée,27.8,24.5,45,90,64,163,0,77
Cerise,19.6,26.9,53,99,67,144,1,61
Marmande,22.9,26.4,76,94,90,165,0,75
Marmande,21.6,24.4,79,109,92,155,0,84
Noire de Crimée,24.4,25.8,79,102,80,159,1,53
Cerise,19.3,22.9,57,126,94,160,0,83
Cerise,22.3,23.9,69,99,80,154,0,56
Marmande,20.7,19.6,48,92,74,133,0,76
Cerise,26.9,19.8,53,123,95,141,0,52
Cerise,18.4,26.5,85,123,61,148,0,82
Cerise,27.1,19.5,85,119,89,138,0,61
Cœur de Bœuf,26.3,20.5,56,126,87,154,0,68
Noire de Crimée,21.0,26.2,73,93,76,136,0,66
Marmande,25.9,19.0,85,123,79,156,1,67
Marmande,18.3,21.5,61,121,99,135,1,52
Cœur de Bœuf,27.7,24.3,71,110,88,164,0,62
Noire de Crimée,23.3,24.4,51,130,64,161,0,81
Marmande,21.0,26.0,55,113,84,143,0,54
Cerise,21.6,23.6,61,98,69,135,1,74
Marmande,18.7,23.6,77,130,78,147,0,71
Cerise,27.9,25.5,89,113,60,160,0,57
Cœur de Bœuf,18.4,23.5,78,114,93,145,0,65
Cerise,24.5,24.5,41,125,73,132,0,81
Marmande,22.4,27.1,84,97,84,160,1,54
Marmande,27.5,22.6,47,139,85,167,0,85
Marmande,20.5,22.5,83,130,80,146,1,74
Cœur de Bœuf,23.3,19.0,40,118,75,134,0,65
Cœur de Bœuf,22.8,24.5,80,114,69,145,0,73
Noire de Crimée,25.0,19.3,79,124,91,146,1,63
Marmande,18.7,23.5,80,127,79,160,0,62
Cerise,19.9,26.2,44,117,68,145,0,72
Cœur de Bœuf,20.1,23.9,84,108,93,150,0,74
Marmande,25.4,21.4,85,121,90,168,1,76
Marmande,19.9,26.1,75,126,78,166,1,57
Cœur de Bœuf,23.7,21.4,56,138,90,139,0,67
Noire de Crimée,20.2,25.6,80,117,89,161,1,86
Cœur de Bœuf,26.6,24.5,69,124,83,154,0,55
Cœur de Bœuf,27.4,20.5,54,97,92,162,1,55
Cerise,23.2,27.1,59,130,77,168,1,74
Cerise,21.5,20.8,75,112,80,166,1,69
Noire de Crimée,20.3,27.9,41,129,90,167,0,72
Marmande,18.5,19.1,84,135,98,167,0,66
Cœur de Bœuf,20.7,21.4,43,112,63,157,0,81
Noire de Crimée,24.5,20.8,89,121,85,144,0,65
Cerise,23.3,19.1,63,99,92,137,1,86
Cœur de Bœuf,27.4,25.6,87,106,92,130,1,69
Marmande,22.0,25.2,81,124,79,139,1,52
Cerise,24.9,26.1,41,124,67,164,0,50
Cerise,22.9,21.3,85,92,95,162,0,86
Cerise,23.1,23.0,41,125,67,145,0,84
Noire de Crimée,20.7,24.9,89,118,90,143,0,65
Marmande,22.5,23.0,40,138,81,134,0,97
Cœur de Bœuf,22.7,25.3,52,135,78,145,0,53
Noire de Crimée,25.1,24.7,45,116,79,150,0,52
Noire de Crimée,27.4,20.0,61,120,82,140,0,93
Noire de Crimée,21.3,26.0,56,123,83,136,1,66
Cerise,18.4,25.5,88,101,83,137,0,93
Marmande,23.0,24.9,61,126,95,146,0,91
Noire de Crimée,23.4,20.4,82,114,68,159,0,83
Cœur de Bœuf,19.7,21.4,45,91,99,143,0,91
Marmande,25.6,22.5,42,119,75,162,1,83
Cœur de Bœuf,27.8,21.5,85,133,86,153,0,66
Marmande,27.5,21.1,45,98,96,136,0,73
Cœur de Bœuf,20.0,26.2,56,112,72,167,0,86
Cerise,26.8,24.7,74,98,61,144,1,51
Noire de Crimée,25.0,24.1,88,109,71,154,1,63
Cœur de Bœuf,22.5,21.0,89,90,92,146,0,59
Marmande,23.4,27.3,76,128,82,162,1,64
Noire de Crimée,26.5,20.7,86,112,73,131,0,86
Noire de Crimée,22.8,26.2,74,107,98,168,1,95
Marmande,21.7,27.7,62,131,89,139,0,67
Cœur de Bœuf,22.9,25.5,47,121,93,143,0,94
Cerise,23.8,27.9,46,136,68,141,1,62
Cerise,19.9,24.9,89,98,74,146,0,84
Cœur de Bœuf,27.0,21.0,49,100,83,143,1,85
Noire de Crimée,24.7,20.8,65,90,84,139,0,86
Noire de Crimée,24.3,21.9,49,100,95,168,0,59
Noire de Crimée,19.0,19.1,58,122,91,169,0,78
Noire de Crimée,24.0,25.1,62,119,80,158,0,83
Cœur de Bœuf,19.2,21.4,70,94,98,135,1,73
Noire de Crimée,18.8,26.3,72,139,65,169,0,76
Marmande,23.3,22.2,41,90,84,160,0,58
Noire de Crimée,22.0,23.3,67,99,61,166,0,58
Cerise,23.9,27.7,71,102,90,138,1,59
Noire de Crimée,18.9,21.2,72,116,89,162,1,61
Cœur de Bœuf,22.3,25.5,48,97,74,136,0,64
Cerise,19.7,25.8,68,117,77,167,0,52
Cœur de Bœuf,27.9,21.0,54,134,91,137,0,77
Cœur de Bœuf,23.6,23.5,57,91,73,163,0,58
Cerise,24.9,22.2,57,101,77,146,0,88
Cœur de Bœuf,21.3,25.9,46,116,94,146,1,79
Cœur de Bœuf,18.9,24.6,53,102,81,159,0,72
Noire de Crimée,27.8,23.3,68,111,73,147,0,79
Marmande,20.9,26.0,89,129,97,168,0,65
Cœur de Bœuf,22.2,21.1,58,104,73,144,1,85
Cœur de Bœuf,24.5,25.8,44,120,93,149,0,79
Cœur de Bœuf,18.2,26.8,80,96,81,154,0,95
Noire de Crimée,26.1,26.9,89,128,75,143,0,86
Marmande,23.4,26.1,84,138,75,156,1,65
Cerise,20.8,22.7,44,124,75,164,0,77
Noire de Crimée,18.6,27.8,54,96,99,157,0,69
Noire de Crimée,19.6,22.4,65,101,97,135,0,63
Marmande,27.0,24.7,63,103,77,160,0,94
Marmande,24.9,20.4,58,123,82,143,0,78
Noire de Crimée,20.5,27.8,59,128,99,145,1,95
Cerise,18.7,25.3,82,137,77,165,0,86
Noire de Crimée,24.9,25.8,48,98,81,134,1,68
Marmande,23.7,19.6,67,122,99,161,0,66
Cerise,22.0,25.9,55,101,89,140,0,50
Marmande,21.6,26.0,50,123,77,151,0,78
Cerise,20.2,25.0,73,116,77,169,0,78
Cœur de Bœuf,24.7,21.6,64,111,60,157,0,73
Marmande,27.7,23.4,79,107,74,135,0,68
Marmande,19.8,20.0,60,135,64,168,0,92
Noire de Crimée,24.0,23.2,44,133,86,135,0,59
Marmande,22.2,21.2,50,107,76,149,0,85
Marmande,22.5,22.1,82,126,91,167,0,66
Cœur de Bœuf,20.5,20.5,48,96,97,133,1,66
Marmande,26.3,21.1,50,93,85,154,1,81
Cœur de Bœuf,22.9,19.7,76,134,61,142,0,65
Cœur de Bœuf,23.4,27.3,80,105,87,141,1,95
Cœur de Bœuf,21.0,23.8,40,111,82,138,0,72
Cœur de Bœuf,19.8,22.6,65,137,79,132,1,65
Cerise,18.9,23.8,49,125,95,161,1,81
Noire de Crimée,25.1,24.7,79,109,81,140,1,51
Cerise,20.0,27.3,58,120,70,134,0,89
Marmande,24.9,20.6,55,122,87,164,0,55
Cerise,21.9,21.7,84,102,81,153,1,59
Cerise,22.2,27.8,76,109,76,135,0,83
Marmande,22.7,22.3,89,130,90,147,1,79
Marmande,21.7,19.2,80,131,70,167,1,85
Marmande,19.0,20.3,43,127,95,135,1,55
Cerise,21.1,19.2,53,111,73,151,0,94
Cerise,24.6,27.9,69,128,94,143,0,82
Marmande,24.7,21.5,46,112,82,141,0,54
Noire de Crimée,20.9,27.3,51,137,88,154,1,77
Noire de Crimée,22.6,28.0,63,138,82,149,0,56
Cœur de Bœuf,19.9,24.4,78,122,95,147,0,95
Marmande,20.1,19.3,82,130,75,153,0,68
Cœur de Bœuf,18.2,19.7,61,119,98,144,0,92
Noire de Crimée,27.0,23.3,86,103,79,160,0,99
Cœur de Bœuf,20.1,22.7,69,136,84,130,0,99
Marmande,20.3,24.5,78,125,78,144,0,75
Marmande,20.8,22.9,59,97,85,163,0,87
Marmande,19.3,27.4,65,136,91,131,0,87
Cerise,24.4,23.8,88,111,80,165,1,88
Cœur de Bœuf,18.8,25.2,44,93,68,152,1,66
Noire de Crimée,19.3,27.1,79,124,78,153,0,68
Noire de Crimée,24.4,20.3,81,97,80,161,0,76
Noire de Crimée,21.4,21.1,45,123,77,142,1,86
Cerise,25.1,20.0,73,111,65,162,0,56
Cerise,23.6,20.3,44,114,94,143,0,87
Marmande,20.6,23.6,49,114,73,146,0,66
Noire de Crimée,24.5,21.9,67,129,68,145,0,78
Cerise,19.2,22.8,42,129,94,161,0,93
Marmande,23.4,27.8,52,106,61,144,1,88
Noire de Crimée,22.4,20.4,87,105,65,160,0,93
Cœur de Bœuf,20.7,23.9,86,137,94,141,0,66
Marmande,24.0,19.9,41,137,84,162,0,64
Cerise,26.7,21.9,74,128,68,132,0,65
Cerise,28.0,23.7,89,104,90,140,0,82
Marmande,24.1,27.5,86,106,66,134,0,60
Marmande,22.0,22.5,67,124,87,156,1,82
Cerise,20.3,19.6,76,122,61,145,1,81
Cœur de Bœuf,20.6,22.5,62,129,60,164,0,94
Noire de Crimée,22.8,20.3,82,128,96,169,0,77
Cœur de Bœuf,21.7,21.1,62,107,83,145,0,69
Marmande,27.1,24.6,74,119,94,145,0,98
Cœur de Bœuf,21.7,19.6,80,112,66,151,0,78
Cerise,21.7,23.2,78,126,97,133,0,65
Marmande,21.8,24.5,71,136,88,161,0,79
Noire de Crimée,26.4,22.8,41,96,60,156,1,66
Cerise,24.5,19.2,86,99,89,144,1,63
Cerise,24.1,27.9,83,105,91,148,0,73
Noire de Crimée,21.3,22.3,87,117,69,155,1,86
Noire de Crimée,26.2,26.0,55,112,93,144,0,62
Cœur de Bœuf,18.4,21.9,55,123,70,139,0,67
Marmande,26.7,23.3,42,107,96,163,0,56
Noire de Crimée,23.1,22.5,67,136,86,167,0,98
Noire de Crimée,22.0,22.1,68,112,69,155,0,60
Marmande,23.0,19.2,59,109,97,137,1,66
Noire de Crimée,24.7,22.2,75,120,81,145,1,68
Noire de Crimée,18.1,27.0,72,103,83,158,0,55
Cœur de Bœuf,26.7,25.2,61,112,67,161,0,67
Cerise,22.5,20.3,47,91,65,150,1,59
Cerise,21.4,24.3,86,118,63,161,1,50
Cerise,19.4,27.0,63,139,64,141,0,50
Cerise,22.4,25.3,76,98,65,168,1,96
Noire de Crimée,23.0,20.3,59,122,91,139,0,87
Marmande,22.0,26.8,51,137,97,135,0,76
Marmande,24.8,21.7,59,133,79,166,1,74
Cœur de Bœuf,22.2,23.1,59,101,99,147,0,75
Cœur de Bœuf,27.6,23.7,43,108,95,160,0,88
Noire de Crimée,24.0,26.7,69,131,73,164,0,59
Marmande,26.1,27.4,70,109,78,132,0,85
Marmande,19.1,27.4,61,126,70,134,0,95
Cerise,22.0,19.1,54,120,98,163,0,57
Noire de Crimée,21.4,27.3,77,124,60,162,0,82
Noire de Crimée,23.7,19.5,76,130,94,165,0,78
Cerise,26.6,21.4,67,110,78,139,0,83
Noire de Crimée,18.8,23.6,50,136,92,132,0,76
Noire de Crimée,18.7,23.3,53,135,91,140,0,91
Cœur de Bœuf,26.5,24.4,50,132,95,132,0,53
Marmande,20.1,23.3,48,102,83,157,0,98
Noire de Crimée,24.7,27.4,63,128,66,157,0,97
Cœur de Bœuf,23.4,21.2,49,116,66,138,0,54
Marmande,26.3,21.5,77,114,64,155,1,91
Cerise,19.3,27.3,82,91,73,158,0,60
Cœur de Bœuf,19.3,19.7,80,124,85,139,1,50
Cœur de Bœuf,23.6,24.5,76,97,60,156,0,62
Marmande,27.5,25.1,81,122,72,161,0,69
Cerise,22.1,23.5,71,114,82,147,0,83
Cœur de Bœuf,21.3,25.2,59,110,79,147,0,82
Noire de Crimée,24.1,20.6,53,125,66,151,0,63
Noire de Crimée,27.3,26.7,77,102,65,146,0,61
Noire de Crimée,26.4,20.3,43,135,68,154,1,60
Cerise,28.0,22.6,63,98,87,155,0,50
Cœur de Bœuf,18.2,19.7,71,124,69,134,1,95
Noire de Crimée,19.1,23.9,49,135,94,138,0,57
Cerise,24.1,25.0,82,125,66,153,1,67
Noire de Crimée,26.2,27.5,55,138,84,136,1,54
