Soil_Type,PH_Level,Organic_Matter,Nitrogen_N,Phosphorus_P,Potassium_K,Moisture_Content,Compaction_Index,Conductivity,Soil_Quality_Score
Clayey,7.6,2.9,196,27,288,11,4,0.5,13
Black,8.4,2.7,33,71,57,34,5,0.8,15
Sandy,5.3,2.0,119,10,269,39,5,1.1,21
Loamy,6.6,6.9,143,53,240,26,5,3.2,33
Clayey,5.6,5.3,47,147,82,27,5,0.6,8
Black,7.7,2.3,138,34,272,89,2,0.3,36
Sandy,6.8,2.2,50,44,284,85,4,3.7,0
Loamy,7.0,7.1,40,67,183,49,3,2.4,47
Clayey,7.7,6.2,45,52,42,15,1,4.3,0
Black,6.1,5.6,114,128,98,52,3,4.0,43
Sandy,8.2,3.8,191,72,137,79,2,1.4,14
Loamy,6.6,2.8,118,139,204,26,5,1.0,38
Clayey,5.1,7.9,40,47,78,51,1,2.6,31
Black,7.3,6.6,166,148,271,28,4,0.5,45
Sandy,7.7,3.1,122,26,108,64,1,3.2,15
Loamy,5.8,6.9,140,67,248,38,1,0.2,85
Clayey,7.9,6.3,195,45,257,63,3,4.0,15
Black,8.1,3.1,70,54,63,80,5,4.5,0
Sandy,5.6,4.0,15,71,99,17,4,5.0,0
Loamy,8.4,2.3,29,90,193,17,1,1.8,31
Clayey,5.1,1.8,120,41,160,78,2,2.9,18
Black,5.3,6.1,70,31,56,52,2,4.3,27
Sandy,5.2,2.9,183,124,33,59,5,2.4,12
Loamy,8.1,6.7,150,134,141,13,1,1.7,48
Clayey,7.1,8.0,32,26,257,45,5,0.3,24
Black,5.1,1.5,88,21,74,14,1,2.0,36
Sandy,6.3,4.3,40,116,41,28,4,0.5,17
Loamy,7.0,6.6,13,129,222,51,2,1.9,57
Clayey,4.8,6.5,127,60,34,24,3,1.8,18
Black,8.0,6.3,75,47,49,67,5,3.3,13
Sandy,7.7,3.4,153,125,48,23,4,1.9,3
Loamy,6.5,4.2,124,137,271,57,2,2.0,80
Clayey,8.4,5.2,40,134,179,81,4,1.5,6
Black,6.2,7.8,185,125,136,82,3,3.1,42
Sandy,8.4,3.3,132,136,177,84,1,2.0,21
Loamy,7.2,7.5,52,116,127,72,1,4.7,22
Clayey,7.0,2.9,13,138,134,64,4,4.5,0
Black,5.2,7.9,199,9,291,41,4,1.3,55
Sandy,8.0,5.7,57,65,195,45,5,2.1,6
Loamy,6.2,4.2,165,60,250,84,4,3.2,48
Clayey,5.1,5.3,153,106,269,66,1,0.2,55
Black,4.6,2.9,98,123,75,53,4,1.2,26
Sandy,6.7,2.9,135,17,292,43,2,1.5,38
Loamy,6.6,1.8,86,30,209,60,2,2.1,53
Clayey,7.4,1.8,167,68,40,78,1,4.5,3
Black,8.1,3.4,74,143,184,19,4,0.6,20
Sandy,4.8,6.3,78,66,87,21,4,0.4,1
Loamy,7.4,5.3,23,128,286,50,4,3.4,34
Clayey,5.2,1.7,84,74,237,12,2,1.9,24
Black,7.9,7.0,171,79,115,74,1,1.0,43
Sandy,7.8,5.2,193,14,207,49,5,3.5,5
Loamy,6.7,7.7,38,148,227,74,2,1.3,49
Clayey,7.3,5.7,88,16,93,86,1,2.9,23
Black,5.8,2.2,162,92,181,88,1,2.1,57
Sandy,6.4,4.3,103,54,180,80,5,1.9,27
Loamy,7.8,5.5,75,147,79,39,3,3.6,25
Clayey,6.3,1.2,124,63,45,81,5,3.1,5
Black,5.9,1.1,49,66,44,76,5,2.6,15
Sandy,6.5,1.9,152,76,277,88,1,0.7,40
Loamy,7.8,2.8,41,54,22,52,3,3.0,21
Clayey,5.8,4.0,29,58,276,62,3,3.5,25
Black,5.2,4.4,62,58,299,87,4,4.1,16
Sandy,7.3,2.0,58,108,267,39,5,1.6,12
Loamy,7.8,5.7,98,55,63,50,5,1.4,33
Clayey,4.9,5.2,91,78,52,53,3,3.8,5
Black,5.5,3.1,10,133,131,46,3,2.4,29
Sandy,5.1,1.1,176,89,292,15,3,2.1,17
Loamy,5.9,1.5,70,73,62,46,1,0.9,59
Clayey,6.3,3.7,192,133,63,10,1,2.2,42
Black,7.5,2.1,139,121,106,19,1,3.7,27
Sandy,7.1,3.6,103,59,249,35,5,2.3,22
Loamy,7.0,5.4,26,89,102,26,3,4.4,11
Clayey,5.9,4.8,166,93,223,73,1,0.1,55
Black,7.9,2.6,126,77,149,36,4,1.0,30
Sandy,6.4,3.4,115,84,157,84,3,3.1,21
Loamy,8.4,5.3,141,114,102,77,3,3.4,24
Clayey,7.0,7.0,94,65,194,27,3,1.5,27
Black,5.0,6.3,52,107,155,59,1,4.7,31
Sandy,7.2,4.9,85,117,126,74,2,1.7,22
Loamy,5.8,3.5,149,84,170,29,4,2.1,51
Clayey,7.2,3.6,59,146,128,71,4,4.9,0
Black,4.8,7.2,70,116,241,84,2,2.4,33
Sandy,5.2,1.3,113,102,266,68,4,3.1,12
Loamy,7.9,7.9,60,92,56,34,1,2.7,42
Clayey,5.4,5.7,86,104,287,74,3,1.0,29
Black,7.8,5.8,107,124,93,74,2,5.0,8
Sandy,5.6,1.3,92,133,134,76,3,0.4,6
Loamy,7.1,5.2,87,51,100,67,4,4.9,17
Clayey,7.3,4.4,14,43,212,49,5,2.4,18
Black,6.6,1.7,165,7,233,56,4,1.0,45
Sandy,5.7,2.9,147,148,34,52,4,0.9,21
Loamy,5.4,7.2,97,72,103,17,2,3.3,35
Clayey,4.6,4.8,189,17,285,71,3,3.6,9
Black,5.7,3.9,26,24,173,43,2,4.5,21
Sandy,7.1,1.5,74,87,272,17,1,1.3,22
Loamy,8.3,6.0,133,31,292,34,3,2.2,53
Clayey,8.0,5.9,30,134,151,35,1,4.9,0
Black,7.6,5.3,191,14,218,63,1,2.2,58
Sandy,7.7,4.6,120,93,102,50,2,2.4,24
Loamy,7.2,4.0,186,23,145,89,4,1.5,40
Clayey,5.5,5.2,116,147,233,81,5,4.4,0
Black,8.1,2.6,31,107,234,72,4,1.9,16
Sandy,7.2,7.6,78,51,257,81,4,3.2,5
Loamy,6.7,5.1,45,20,107,84,3,1.0,38
Clayey,4.9,3.2,158,85,132,16,2,3.1,6
Black,6.3,4.1,193,136,124,78,3,4.7,26
Sandy,6.3,6.6,82,117,82,59,5,3.9,8
Loamy,8.0,2.1,100,70,258,52,2,0.4,46
Clayey,6.7,3.0,185,58,45,26,4,3.2,4
Black,6.0,5.8,135,6,147,30,1,2.8,65
Sandy,8.4,3.2,155,65,20,15,4,1.8,2
Loamy,4.9,6.5,108,19,113,80,4,4.2,11
Clayey,6.2,1.9,24,64,31,84,2,4.0,1
Black,4.7,6.3,53,116,185,47,4,3.3,20
Sandy,7.5,1.5,182,47,291,72,5,3.7,0
Loamy,8.2,1.1,106,97,86,21,4,1.0,21
Clayey,5.6,7.3,45,34,186,31,1,4.6,16
Black,7.9,5.1,177,67,273,12,2,3.4,31
Sandy,5.7,3.5,188,28,272,28,5,2.4,11
Loamy,8.1,2.6,39,18,265,52,2,1.0,41
Clayey,7.5,5.3,35,32,78,76,1,3.4,13
Black,7.7,4.6,94,146,163,14,3,0.6,32
Sandy,4.6,7.9,110,112,228,38,5,1.7,20
Loamy,8.4,7.9,130,38,245,14,1,2.9,46
Clayey,7.4,5.4,40,82,110,54,3,3.3,14
Black,5.7,4.1,193,16,130,63,1,0.2,63
Sandy,7.8,4.4,198,65,259,33,3,0.1,30
Loamy,5.6,5.8,26,109,99,30,3,0.6,46
Clayey,8.0,1.7,107,44,223,41,2,3.9,11
Black,5.0,3.3,135,11,257,14,4,2.9,30
Sandy,7.3,1.5,33,83,203,71,4,3.1,0
Loamy,6.7,1.5,131,125,231,27,1,3.1,43
Clayey,4.9,2.4,141,77,270,44,3,0.3,27
Black,5.5,4.4,146,72,246,89,4,0.9,45
Sandy,4.5,6.5,139,35,186,14,1,3.7,10
Loamy,6.4,4.4,172,74,50,18,1,3.3,55
Clayey,5.7,3.3,132,51,170,13,5,2.3,13
Black,6.9,1.6,47,62,181,42,2,0.2,41
Sandy,5.7,4.9,182,28,115,31,2,2.1,37
Loamy,5.7,2.9,152,38,292,68,3,1.3,58
Clayey,7.5,5.3,179,67,43,20,4,3.5,8
Black,4.7,7.8,140,28,137,78,3,4.1,12
Sandy,8.1,1.8,168,68,106,19,4,2.6,0
Loamy,7.9,2.5,189,120,294,12,4,2.1,31
Clayey,7.2,4.3,178,102,69,24,4,1.4,23
Black,6.9,7.8,66,31,131,46,4,0.6,40
Sandy,8.1,6.4,51,48,299,49,4,1.9,16
Loamy,5.2,7.3,62,97,155,26,5,3.4,20
Clayey,4.8,3.3,128,69,22,29,5,3.4,0
Black,5.5,7.9,130,123,181,13,4,2.1,41
Sandy,7.7,1.7,65,58,96,43,1,4.8,0
Loamy,4.6,1.4,96,124,204,43,1,4.7,22
Clayey,6.8,7.0,85,11,77,76,2,4.4,2
Black,8.5,7.5,190,58,182,37,4,2.2,40
Sandy,7.9,1.6,94,47,40,88,1,3.8,0
Loamy,6.6,1.8,94,24,84,45,2,4.7,21
Clayey,4.8,1.2,169,88,85,44,1,3.7,9
Black,7.8,1.7,90,47,194,50,2,1.6,36
Sandy,6.9,2.5,191,131,184,68,3,0.4,29
Loamy,5.0,7.8,174,40,101,83,1,4.8,30
Clayey,4.9,5.7,17,70,165,26,4,5.0,0
Black,8.1,6.4,20,125,223,39,4,3.5,17
Sandy,7.2,6.4,191,13,183,63,5,1.6,27
Loamy,7.8,4.7,197,87,123,61,3,4.3,25
Clayey,8.0,6.6,147,83,149,81,3,4.8,0
Black,6.8,5.2,124,25,103,32,1,2.6,57
Sandy,6.6,3.2,90,20,139,28,2,1.6,16
Loamy,6.2,4.9,96,30,278,46,5,2.1,59
Clayey,5.8,4.7,51,33,123,68,3,0.5,39
Black,6.2,6.8,46,102,53,45,3,2.9,44
Sandy,7.6,7.9,101,75,193,77,4,2.0,12
Loamy,6.9,3.9,195,147,251,35,4,4.4,32
Clayey,8.1,6.3,94,21,204,36,2,1.5,35
Black,6.3,1.7,68,141,37,86,1,0.1,45
Sandy,6.9,6.4,161,36,250,71,2,3.7,18
Loamy,7.0,3.6,165,70,154,71,1,0.1,57
Clayey,6.9,1.3,46,63,64,61,5,2.8,0
Black,7.3,3.5,30,115,131,53,3,1.0,36
Sandy,5.4,5.3,170,87,102,42,2,3.1,27
Loamy,6.5,1.8,139,114,58,72,1,1.1,58
Clayey,4.9,7.5,92,63,273,81,5,2.6,4
Black,6.0,1.5,165,34,164,89,2,1.7,51
Sandy,6.5,7.5,152,15,70,78,3,1.0,33
Loamy,7.1,5.9,10,123,86,43,5,3.1,23
Clayey,8.3,3.3,116,98,43,36,4,0.5,17
Black,6.9,3.7,37,6,141,45,3,4.7,11
Sandy,7.5,6.2,59,35,68,13,4,3.9,0
Loamy,6.5,5.2,44,67,168,62,5,4.6,26
Clayey,7.0,5.7,165,121,204,80,5,0.3,25
Black,4.8,3.7,146,131,269,46,4,0.1,41
Sandy,5.5,4.4,161,40,164,88,1,1.9,37
Loamy,5.9,7.9,141,44,262,59,5,3.1,54
Clayey,6.4,2.5,193,27,168,79,2,1.3,39
Black,4.7,3.9,50,22,87,35,2,2.8,26
Sandy,5.1,3.0,76,83,243,34,5,3.1,6
Loamy,5.6,6.4,57,38,229,42,4,0.8,51
Clayey,8.4,6.3,95,111,211,76,4,3.9,0
Black,5.8,3.0,67,53,143,82,3,4.7,12
Sandy,6.4,1.6,48,66,69,46,4,3.2,5
Loamy,5.3,1.1,34,46,202,47,1,4.7,25
Clayey,6.9,4.0,69,28,266,36,1,1.3,44
Black,5.6,3.9,126,81,107,22,2,0.3,44
Sandy,5.3,7.9,95,99,157,32,5,1.3,22
Loamy,6.6,4.3,123,87,57,76,2,3.3,40
Clayey,4.5,2.8,184,97,68,64,5,3.0,1
Black,4.5,7.2,198,26,91,46,2,1.4,48
Sandy,5.4,4.4,93,109,277,21,5,2.1,14
Loamy,4.6,5.2,164,89,63,63,5,1.9,38
Clayey,4.9,1.7,133,65,135,29,2,4.8,0
Black,5.9,3.7,120,73,168,27,3,1.6,53
Sandy,7.7,7.6,51,10,298,16,1,1.0,21
Loamy,6.8,5.1,61,89,237,85,4,2.9,33
Clayey,6.6,3.4,57,118,90,11,1,0.7,24
Black,5.7,5.4,41,143,180,63,4,2.6,36
Sandy,8.2,7.4,161,28,292,17,5,3.5,0
Loamy,6.1,2.9,140,83,146,42,2,4.7,39
Clayey,4.8,4.5,127,114,189,55,2,4.5,12
Black,7.0,7.7,164,108,36,51,4,4.2,26
Sandy,5.0,2.2,177,55,258,72,2,2.0,26
Loamy,5.9,6.0,32,23,195,86,2,4.5,31
Clayey,6.5,5.3,144,135,229,42,2,3.6,44
Black,8.0,5.8,136,135,76,78,1,2.3,40
Sandy,6.5,3.5,46,132,208,79,2,2.9,21
Loamy,7.3,3.2,16,96,63,13,3,2.2,27
Clayey,8.5,5.8,86,35,141,67,4,1.1,17
Black,5.0,2.5,91,110,52,38,1,2.3,47
Sandy,5.6,3.9,104,128,47,30,1,4.1,18
Loamy,6.1,2.3,31,117,170,35,5,1.4,42
Clayey,6.2,1.1,87,140,82,50,5,3.2,8
Black,6.1,7.8,91,21,26,87,2,2.8,45
Sandy,8.1,4.0,154,103,130,43,1,4.6,4
Loamy,7.4,7.8,28,104,149,53,1,3.8,38
Clayey,6.9,2.0,104,108,151,10,2,1.9,28
Black,5.7,5.1,48,49,27,41,4,2.9,29
Sandy,7.8,2.4,126,101,48,41,1,4.6,0
Loamy,8.3,6.5,45,64,25,60,5,1.2,28
Clayey,7.8,6.5,24,118,131,33,2,2.4,17
Black,4.5,1.8,166,25,124,53,1,1.2,43
Sandy,7.0,7.4,69,116,226,85,5,2.2,9
Loamy,4.7,2.4,193,129,59,46,3,0.4,40
Clayey,5.5,5.3,177,32,287,75,1,4.4,20
Black,4.7,7.9,153,85,65,23,2,4.9,8
Sandy,6.9,7.2,170,86,260,26,5,2.9,11
Loamy,7.2,7.7,98,50,289,24,1,2.8,52
Clayey,5.0,3.4,25,48,174,70,5,4.8,0
Black,6.0,1.7,167,93,135,58,2,2.0,58
Sandy,6.3,2.3,107,122,56,17,1,3.1,23
Loamy,6.0,4.5,113,124,224,12,2,4.2,48
Clayey,5.0,6.6,53,67,268,84,4,2.6,15
Black,6.2,2.1,175,81,129,36,1,1.2,64
Sandy,7.5,5.6,60,92,99,18,1,4.1,3
Loamy,4.8,3.3,197,144,95,24,5,1.4,22
Clayey,4.8,3.4,27,82,289,41,1,4.2,6
Black,5.9,5.6,14,68,117,20,4,4.7,8
Sandy,8.3,4.3,177,8,95,12,5,2.8,0
Loamy,7.2,6.7,15,87,100,35,5,0.3,35
Clayey,7.2,2.1,85,10,82,16,3,4.8,0
Black,5.9,6.5,124,95,286,64,1,4.2,58
Sandy,6.9,1.4,21,26,52,48,3,0.7,10
Loamy,4.5,2.4,21,149,59,13,4,3.2,1
Clayey,7.0,5.6,82,33,193,39,1,1.6,46
Black,8.2,7.0,115,149,279,47,3,1.7,50
Sandy,7.0,2.8,159,6,243,60,3,2.9,24
Loamy,8.0,3.3,58,36,242,87,5,3.6,4
Clayey,7.4,4.8,187,107,286,45,3,0.2,45
Black,5.0,2.5,13,136,174,69,3,0.8,36
Sandy,8.1,6.7,187,121,283,60,1,4.5,15
Loamy,4.8,6.4,12,145,168,85,1,2.5,34
Clayey,6.6,2.0,153,65,244,58,5,2.5,21
Black,5.1,4.2,23,68,146,24,1,4.2,19
Sandy,4.5,6.4,73,81,24,82,4,0.7,1
Loamy,6.2,3.4,129,37,77,37,5,3.6,37
Clayey,5.7,5.4,178,102,91,34,4,2.6,27
Black,6.4,1.4,77,130,174,89,1,3.7,32
Sandy,6.8,5.3,68,65,187,45,1,3.4,25
Loamy,4.7,2.1,139,36,48,13,5,3.4,5
Clayey,5.0,6.8,128,143,101,30,3,4.3,15
Black,6.7,3.5,19,22,282,74,2,2.8,29
Sandy,5.9,3.0,84,49,125,78,2,2.1,25
Loamy,7.4,6.9,99,25,296,19,1,1.1,60
Clayey,7.1,1.4,110,16,29,59,4,1.8,22
Black,7.9,3.8,163,107,81,19,5,4.4,0
Sandy,7.3,3.6,141,24,243,25,3,1.8,25
Loamy,6.2,3.0,37,11,155,47,1,4.9,36
Clayey,7.2,7.4,139,95,243,76,4,3.1,19
Black,5.6,6.3,75,134,133,29,1,4.1,25
Sandy,5.7,1.4,153,47,279,78,2,2.5,19
Loamy,7.7,6.0,133,101,176,79,1,3.3,39
Clayey,6.3,4.7,66,25,248,34,4,4.9,12
Black,7.7,7.3,160,33,119,63,2,2.6,42
Sandy,7.8,3.2,160,36,274,21,1,1.4,24
Loamy,7.9,5.0,30,80,198,74,2,3.3,22
Clayey,8.2,4.5,112,107,294,63,5,4.6,0
Black,6.2,4.4,162,117,248,76,4,0.2,55
Sandy,5.8,4.2,67,108,50,30,4,5.0,0
Loamy,6.8,2.4,46,135,127,14,5,2.8,12
Clayey,6.0,6.3,186,43,128,67,4,4.0,23
Black,6.9,4.2,152,55,48,88,4,0.7,38
Sandy,7.3,7.7,165,120,36,13,1,1.5,33
Loamy,7.3,2.8,141,12,189,28,3,4.9,16
Clayey,6.0,5.8,56,114,194,64,1,1.5,53
Black,5.2,7.6,187,50,93,70,5,2.1,42
Sandy,6.2,5.6,197,10,259,81,5,1.5,30
Loamy,5.1,7.1,199,116,115,33,3,2.4,54
Clayey,8.1,6.8,112,62,21,77,1,0.9,28
Black,5.9,3.5,81,126,221,28,1,2.6,53
Sandy,5.1,5.2,180,119,56,33,1,1.6,43
Loamy,4.6,2.1,98,58,110,63,2,4.1,18
Clayey,7.1,4.7,67,80,252,30,2,2.0,42
Black,7.0,2.6,114,52,166,81,1,4.0,29
Sandy,5.9,6.2,189,74,272,28,2,3.2,33
Loamy,4.8,4.7,78,51,231,84,1,4.6,22
Clayey,6.1,3.9,55,121,83,62,5,4.1,4
Black,5.7,2.9,162,27,24,59,1,4.5,31
Sandy,7.2,8.0,34,146,165,32,2,2.7,24
Loamy,6.9,1.5,130,65,91,46,3,4.6,21
Clayey,6.0,1.3,44,130,124,37,5,0.9,16
Black,5.4,2.5,198,80,55,85,4,0.5,30
Sandy,8.5,7.8,24,69,166,89,3,2.7,0
Loamy,6.3,7.9,115,100,275,89,3,4.1,44
Clayey,7.3,5.6,137,110,247,87,4,1.1,30
Black,5.1,7.2,83,133,298,80,5,4.8,6
Sandy,6.4,2.5,97,43,132,30,4,1.0,25
Loamy,4.6,7.8,172,48,30,30,5,3.6,22
Clayey,6.5,2.0,38,109,213,50,5,4.6,0
Black,8.4,1.7,47,98,243,44,5,4.8,0
Sandy,6.0,1.8,33,137,269,10,3,3.3,6
Loamy,4.7,5.0,28,127,268,87,5,2.9,14
Clayey,4.6,6.5,183,128,288,76,4,0.5,20
Black,6.1,3.6,58,113,102,79,3,0.2,39
Sandy,5.1,7.8,53,76,48,13,5,4.9,0
Loamy,4.6,4.0,163,69,99,10,2,1.4,40
Clayey,7.5,2.1,162,83,114,30,2,0.5,34
Black,6.3,4.3,44,92,278,61,5,2.7,43
Sandy,5.7,5.8,173,147,141,62,2,1.6,38
Loamy,8.1,6.8,151,10,143,89,1,1.9,48
Clayey,5.0,4.2,65,70,42,65,3,1.8,30
Black,8.3,5.2,143,73,235,82,1,1.3,50
Sandy,5.8,2.9,41,119,111,75,3,4.8,0
Loamy,8.1,5.5,35,109,43,76,4,1.4,22
Clayey,6.9,7.9,152,102,126,42,2,2.8,35
Black,7.8,1.3,186,100,71,32,2,1.3,36
Sandy,8.4,7.2,65,50,218,15,2,3.8,0
Loamy,5.7,4.9,46,126,75,56,5,1.2,38
Clayey,8.3,2.8,134,35,213,67,3,3.1,17
Black,6.1,7.7,62,123,64,14,5,4.2,13
Sandy,6.0,4.4,195,130,258,86,2,1.4,45
Loamy,5.9,3.3,110,147,251,86,4,4.0,34
Clayey,6.7,2.3,87,136,258,18,2,0.6,25
Black,5.1,2.7,45,131,155,12,5,0.7,20
Sandy,6.7,6.8,110,112,32,70,2,2.1,37
Loamy,6.7,5.3,20,142,48,73,1,2.1,44
Clayey,7.5,7.4,36,45,197,55,1,2.6,35
Black,7.8,2.6,11,57,276,65,5,0.2,19
Sandy,6.3,1.8,31,91,127,48,1,0.7,32
Loamy,5.7,1.0,75,125,88,22,3,0.2,29
Clayey,5.5,4.6,121,80,195,50,3,4.8,14
Black,5.3,8.0,26,52,202,20,5,1.6,28
Sandy,4.7,5.9,141,147,261,50,1,3.5,25
Loamy,5.9,3.2,23,139,213,84,3,3.1,36
Clayey,5.6,7.1,16,76,41,56,1,3.7,18
Black,8.4,6.5,88,8,30,58,2,4.4,17
Sandy,6.7,1.1,153,128,278,74,1,1.2,28
Loamy,5.9,6.7,113,75,192,44,1,2.2,80
Clayey,6.8,3.1,156,130,224,44,5,1.7,29
Black,5.1,2.0,10,63,267,76,2,0.5,32
Sandy,6.3,2.6,40,113,278,13,3,0.3,21
Loamy,7.0,4.3,137,45,289,33,3,3.8,47
Clayey,6.5,4.0,141,34,100,45,1,0.7,55
Black,6.1,3.0,100,127,207,86,4,0.2,44
Sandy,8.5,2.2,67,34,250,65,4,2.2,6
Loamy,8.0,6.3,65,139,47,13,3,1.7,30
Clayey,7.0,7.9,190,56,22,49,1,0.4,48
Black,6.8,6.4,52,27,256,52,1,0.4,61
Sandy,7.0,3.1,83,128,200,67,2,4.6,4
Loamy,5.3,2.7,58,75,23,71,5,4.7,0
Clayey,6.1,2.5,121,107,91,16,4,2.5,20
Black,4.7,2.0,117,57,201,18,1,4.3,18
Sandy,6.4,4.9,69,109,123,31,3,4.0,15
Loamy,6.7,5.2,103,53,291,13,4,2.9,41
Clayey,5.4,5.9,153,115,106,45,5,3.8,10
Black,8.4,5.8,82,111,92,79,1,4.7,10
Sandy,8.1,3.0,108,95,110,76,4,2.9,0
Loamy,7.4,3.3,197,144,192,44,1,2.6,60
Clayey,6.6,5.8,123,21,206,42,5,0.1,35
Black,8.0,3.4,184,48,255,16,2,2.8,32
Sandy,5.0,2.5,24,75,181,64,4,4.1,0
Loamy,7.7,3.6,72,129,92,56,5,3.8,8
Clayey,5.0,2.9,37,97,244,71,2,3.3,9
Black,7.7,1.6,157,64,249,76,2,0.2,34
Sandy,5.6,6.8,170,57,273,73,5,4.6,0
Loamy,8.0,7.0,45,78,181,52,3,2.2,40
Clayey,8.3,2.5,134,148,269,27,5,2.9,0
Black,5.1,1.5,150,111,218,12,1,2.0,49
Sandy,6.4,6.2,71,102,259,68,3,1.8,43
Loamy,8.4,2.5,160,29,256,71,2,2.6,36
Clayey,6.4,3.8,22,70,95,48,4,2.5,22
Black,8.0,1.4,97,54,64,73,2,1.8,22
Sandy,6.9,2.6,49,73,198,82,4,4.0,0
Loamy,6.0,6.6,167,82,241,69,4,0.3,70
Clayey,5.6,6.6,133,138,36,51,5,0.7,28
Black,5.3,2.4,34,68,238,14,5,0.5,21
Sandy,7.5,3.4,163,32,103,55,2,2.9,24
Loamy,6.0,1.9,33,13,210,13,5,2.1,33
Clayey,6.5,1.5,106,10,151,23,2,2.3,33
Black,6.5,7.9,48,149,113,20,5,2.9,24
Sandy,6.8,5.6,118,103,114,69,5,1.7,23
Loamy,8.0,4.8,70,86,203,31,4,1.0,42
Clayey,8.4,6.4,186,123,151,14,3,1.6,22
Black,6.1,6.9,178,133,101,62,5,5.0,23
Sandy,7.8,6.6,29,67,131,21,5,4.8,0
Loamy,7.6,1.1,181,129,70,30,2,4.8,13
Clayey,6.8,2.3,25,22,208,88,4,0.2,9
Black,8.3,5.6,158,90,227,33,4,0.5,45
Sandy,5.3,3.6,24,24,168,22,3,0.3,10
Loamy,4.9,7.9,176,52,284,35,3,4.1,34
Clayey,7.9,5.7,51,58,132,49,3,5.0,0
Black,6.3,7.7,198,106,55,35,5,2.8,45
Sandy,7.9,2.4,13,93,130,54,2,3.5,0
Loamy,8.1,7.0,161,148,190,39,1,1.8,62
Clayey,4.7,3.2,140,51,97,73,2,3.9,0
Black,8.0,7.9,123,139,47,82,4,3.3,15
Sandy,6.3,2.1,138,114,64,47,3,4.0,14
Loamy,6.5,4.6,150,9,161,27,1,2.6,66
Clayey,7.0,6.5,63,115,34,18,4,1.1,15
Black,8.2,4.0,91,45,147,65,3,2.4,31
Sandy,4.6,4.3,49,140,186,47,1,1.6,27
Loamy,6.4,7.9,136,86,172,30,2,3.5,62
Clayey,7.3,4.0,148,35,82,80,4,0.8,20
Black,7.4,5.2,51,8,78,21,5,1.7,24
Sandy,7.3,1.4,102,60,222,45,1,0.1,39
Loamy,5.0,6.9,13,9,176,20,1,4.1,28
Clayey,5.7,5.5,34,85,22,76,2,2.1,21
Black,5.9,3.8,109,58,58,36,2,3.9,45
Sandy,7.7,1.1,173,128,297,72,4,0.6,3
Loamy,5.6,5.1,134,100,120,80,5,1.0,38
Clayey,5.3,1.1,181,97,188,75,3,4.3,0
Black,8.3,1.0,49,84,39,83,1,3.0,11
Sandy,4.5,5.3,101,5,160,76,1,0.1,27
Loamy,8.5,2.3,182,77,294,74,4,4.5,6
Clayey,7.2,2.3,145,65,212,43,3,4.9,7
Black,7.8,5.6,94,130,171,86,3,3.3,19
Sandy,5.7,1.4,44,11,255,87,3,3.7,0
Loamy,4.6,3.2,181,129,227,43,4,0.8,44
Clayey,7.5,2.0,155,19,56,73,1,3.9,10
Black,7.8,5.1,56,112,97,26,2,0.6,29
Sandy,7.5,5.6,162,8,191,60,1,4.5,22
Loamy,5.1,6.0,178,67,64,65,2,2.6,57
Clayey,7.5,2.8,14,74,103,57,2,0.8,23
Black,7.6,1.6,199,42,112,71,4,0.5,17
Sandy,7.1,1.6,134,6,173,65,3,2.3,23
Loamy,7.6,4.0,120,12,125,20,4,0.1,30
Clayey,7.9,7.6,81,55,228,29,2,4.8,0
Black,7.0,2.5,96,121,223,77,1,0.9,47
Sandy,4.9,2.8,12,116,267,43,2,2.2,13
Loamy,6.5,1.7,174,23,245,51,4,3.1,49
Clayey,4.8,5.2,102,98,67,50,1,3.4,24
Black,6.1,5.8,50,35,265,71,3,2.9,41
Sandy,6.1,5.5,157,84,50,26,4,1.0,28
Loamy,4.8,7.0,96,106,202,21,5,2.4,26
Clayey,5.9,4.4,177,26,276,77,2,1.7,50
Black,4.9,1.9,94,37,145,50,3,0.5,28
Sandy,7.7,3.0,145,144,238,23,3,2.0,14
Loamy,8.3,5.6,142,118,264,13,1,3.1,44
Clayey,4.8,5.3,34,68,158,86,4,0.6,6
Black,8.3,4.7,48,33,246,83,2,0.9,35
Sandy,6.6,5.8,174,17,276,23,5,0.5,20
Loamy,5.7,5.5,134,30,274,18,2,0.1,60
Clayey,4.8,7.2,114,26,89,52,4,4.7,0
Black,6.5,5.1,14,97,85,29,3,4.2,18
Sandy,7.7,6.5,145,80,21,10,5,1.2,3
Loamy,7.3,2.7,13,114,288,81,1,2.9,36
Clayey,4.7,5.7,178,96,148,26,4,4.0,0
Black,4.8,7.3,69,77,165,29,2,1.9,34
Sandy,6.1,3.7,63,123,132,68,4,3.7,9
Loamy,5.7,6.5,159,14,115,22,1,4.4,34
Clayey,5.4,6.1,87,52,286,86,2,2.5,29
Black,5.6,1.4,28,94,27,56,5,4.5,0
Sandy,7.7,5.1,108,10,239,59,2,1.1,35
Loamy,8.2,1.9,77,136,232,86,2,4.5,8
Clayey,6.1,7.8,42,95,121,49,1,4.0,28
Black,8.1,6.7,159,59,185,16,2,4.2,20
Sandy,5.8,1.8,148,130,281,64,4,0.1,35
Loamy,6.4,1.9,25,135,21,60,3,3.4,32
Clayey,5.4,5.2,136,11,221,85,1,2.1,44
Black,7.1,3.4,102,92,202,11,1,3.1,44
Sandy,8.4,1.2,53,90,278,23,1,0.5,9
Loamy,6.9,4.8,18,144,247,26,4,1.3,37
